Geneid	gene_name	Fast_A3_1Aligned.sortedByCoord.out.bam	OF_A7_1Aligned.sortedByCoord.out.bam	s_3DPF_C4_1Aligned.sortedByCoord.out.bam	OFF_A10_1Aligned.sortedByCoord.out.bam	Fast_A6_1Aligned.sortedByCoord.out.bam	OFF_A13_1Aligned.sortedByCoord.out.bam	OF_A8_1Aligned.sortedByCoord.out.bam	s_3DPF_A4_1Aligned.sortedByCoord.out.bam
RSL1D1	NA	403	375	373	701	586	624	309	394
LOC107326483	NA	0	0	0	1	5	0	2	0
LOC103053578	NA	21	43	19	52	42	27	52	41
RRN3	NA	423	793	628	632	497	661	733	691
LOC112542500	NA	41	65	83	100	69	89	95	93
NTAN1	NA	113	260	174	159	144	149	250	166
PDXDC1	NA	651	788	935	999	812	921	1031	828
MPV17L	NA	176	349	347	276	235	277	431	297
CUNH16orf45	NA	0	0	1	0	0	0	1	0
MARF1	NA	915	785	921	1262	1070	1318	1026	803
SRCIN1	NA	0	5	3	0	3	0	8	9
ARHGAP23	NA	1089	1698	1592	1415	1204	1711	1477	1656
SOCS7	NA	310	279	291	461	376	556	400	411
GPR179	NA	0	1	2	3	1	0	2	4
PFKP	NA	7384	15320	12454	12291	9478	11312	17235	13814
PITRM1	NA	694	1494	1718	874	847	1049	1390	2053
KLF6	NA	1389	1097	1279	1696	1442	1887	1404	1419
NFIA	NA	288	350	358	304	291	390	400	404
LOC112542529	NA	46	19	48	45	27	80	46	45
LOC103061083	NA	229	235	186	433	286	353	226	238
LOC103058985	NA	177	279	282	359	201	397	261	288
NBEAL1	NA	541	550	874	709	619	719	941	913
CNBD2	NA	2	3	3	0	0	0	0	4
WDR12	NA	208	338	375	342	273	317	378	431
FAM117B	NA	262	135	227	349	249	387	258	199
BMPR2	NA	369	677	695	452	372	493	805	624
NOP58	NA	230	283	262	372	298	303	389	354
LOC112542556	NA	2	0	0	0	0	0	0	0
LOC112542558	NA	0	0	0	0	0	0	0	0
LOC112542553	NA	1	0	0	0	0	0	0	0
SUMO1	NA	760	824	1064	1239	1037	1061	1111	1085
KIAA2012	NA	0	0	0	0	3	0	3	3
FZD7	NA	75	164	183	163	84	146	157	150
MED23	NA	524	436	703	822	636	919	646	778
ARG1	NA	20	13	19	42	29	64	28	28
AKAP7	NA	344	240	327	494	474	677	687	360
MSH5	NA	5	6	1	5	7	0	2	3
EPB41L2	NA	882	1227	1504	1651	1239	1243	1966	1525
TMEM200A	NA	3	8	6	5	3	22	13	11
SAMD3	NA	0	0	0	0	1	0	0	0
LOC103064744	NA	31	18	23	39	46	46	32	33
ZRANB2	NA	785	507	978	1542	1178	1204	1029	1241
LOC103064982	NA	705	2122	1882	1280	877	1652	2193	1562
LOC112542598	NA	0	0	0	0	0	0	0	0
CCDC42	NA	0	7	0	0	0	0	2	0
LOC103066578	NA	49	10	47	39	46	26	17	39
MFSD6L	NA	47	13	28	71	35	18	32	31
PIK3R6	NA	115	113	133	158	142	166	144	160
PIK3R5	NA	36	69	53	115	46	42	121	52
NTN1	NA	1303	1862	2578	2114	2252	5325	2688	3312
LOC107326511	NA	182	243	302	285	231	314	357	349
LOC112542600	NA	0	0	2	2	0	10	1	0
ZFHX4	NA	44	44	40	22	23	39	20	53
LOC103066814	NA	145	52	171	279	183	346	114	170
PEX2	NA	146	138	137	175	134	140	200	173
LOC112542609	NA	6	10	1	0	1	4	4	2
LOC112542610	NA	13	4	5	11	3	5	15	4
B4GALNT1	NA	380	407	306	553	454	618	432	297
SLC26A10	NA	28	144	49	64	57	365	149	75
LOC103050685	NA	1	0	0	0	5	0	1	0
ARHGEF25	NA	852	807	612	1063	1081	1255	687	582
DTX3	NA	148	191	184	239	172	200	169	146
PIP4K2C	NA	554	2110	1540	830	629	837	1889	1448
KIF5A	NA	3	0	1	1	2	2	0	1
DCTN2	NA	517	1615	1195	937	688	840	1321	1236
MBD6	NA	974	1039	948	1251	1094	1261	1249	967
DDIT3	NA	299	249	253	587	243	843	496	375
MARS	NA	239	690	654	444	311	360	776	704
ARHGAP9	NA	107	105	94	175	176	170	135	102
GLI1	NA	3	0	55	29	14	0	14	16
LOC112542656	NA	45	8	29	77	73	129	38	38
LOC112542662	NA	0	5	0	4	5	28	5	1
CACNA1E	NA	6	15	7	26	4	37	15	9
TLX1	NA	0	2	0	0	0	1	5	0
LBX1	NA	0	0	0	0	0	0	0	0
BTRC	NA	631	701	742	812	605	807	986	705
LOC103053193	NA	10	8	11	32	21	25	21	14
LOC103053426	NA	342	225	366	478	390	427	332	329
ZC3H12D	NA	56	41	20	68	65	64	33	40
PPIL4	NA	426	345	568	574	448	641	541	533
GINM1	NA	1316	1092	1256	1494	1574	1741	1401	1079
KATNA1	NA	515	514	614	869	696	747	668	564
LATS1	NA	538	292	687	864	577	763	722	650
NUP43	NA	190	276	358	427	249	352	349	429
PCMT1	NA	1369	1623	2567	2013	1620	1955	2838	2735
LRP11	NA	99	251	219	115	88	123	329	218
LOC103056534	NA	929	1250	1528	1490	996	1363	1249	1504
IYD	NA	70	8	37	62	72	68	13	23
PLEKHG1	NA	67	122	127	142	98	243	188	110
MTHFD1L	NA	4	28	28	6	6	6	35	19
PIK3CG	NA	1121	1212	1770	1582	1497	1951	1801	1596
PRKAR2B	NA	295	1245	627	346	385	382	1273	678
HBP1	NA	1789	1129	996	2487	2009	2512	1306	719
COG5	NA	1648	1406	1988	1900	1974	2137	2375	1616
GPR22	NA	3061	1168	2859	3543	3060	4051	1603	2301
SLC26A4	NA	1	5	13	3	5	0	1	8
DUS4L	NA	104	119	107	175	108	148	161	127
CBLL1	NA	215	310	236	326	287	242	263	231
SLC26A3	NA	3	1	0	0	0	0	1	0
DLD	NA	7999	9480	12463	11063	10053	10318	12048	14125
LAMB1	NA	15290	16676	17613	24141	19901	22325	20367	18102
LAMB4	NA	459	324	481	242	566	481	465	657
ZNF469	NA	1286	1249	1439	2069	1673	2537	1518	1224
BANP	NA	118	140	156	205	172	175	148	135
CA5A	NA	321	487	576	522	469	508	491	596
LOC103061566	NA	119	159	137	171	150	150	135	165
SLC7A5	NA	61	161	100	53	64	57	141	126
KLHDC4	NA	1231	2124	1321	3297	1645	2830	1264	1298
JPH3	NA	0	4	6	1	4	1	2	2
ZCCHC14	NA	1631	1854	1364	2614	2189	2680	1739	1447
MAP1LC3B	NA	3211	3765	2683	4770	4416	4687	3777	2615
FBXO31	NA	1031	2349	1172	1958	1203	1547	2052	1085
KIAA0513	NA	489	632	418	594	580	595	571	426
LOC103064665	NA	6	6	10	28	18	31	7	17
LOC112542743	NA	1	0	1	0	2	0	0	1
RREB1	NA	1419	1153	1441	1962	1328	2028	1580	1575
LOC103065290	NA	2009	2688	3432	2143	1824	2050	3443	3967
SSR1	NA	1239	1750	3058	1797	1606	1845	2661	2958
LOC107326555	NA	31	85	45	27	44	16	62	48
LOC103065867	NA	8494	101204	15204	7175	9655	6883	43464	15498
RIOK1	NA	707	626	829	1145	920	981	805	897
LOC112542771	NA	0	0	0	0	0	0	0	0
DSP	NA	27	177	87	152	266	160	164	153
LOC112542775	NA	9	23	15	17	14	15	16	25
BMP6	NA	438	421	736	507	648	388	524	919
TXNDC5	NA	618	904	1036	980	919	877	1052	1006
LOC112542790	NA	1	0	1	0	0	0	0	0
RAB7B	NA	142	289	334	268	189	225	361	294
SLC26A9	NA	6	6	15	7	8	3	4	4
PM20D1	NA	583	1203	1125	944	717	1023	1616	1266
SLC41A1	NA	204	333	283	285	165	333	687	382
RAB29	NA	201	271	306	273	215	261	445	387
NUCKS1	NA	5597	3447	6824	7692	7017	7853	6880	6758
SLC45A3	NA	817	311	482	725	709	828	723	564
LOC103049950	NA	705	813	507	799	517	599	960	573
ELK4	NA	304	337	368	317	305	358	360	288
LOC107326571	NA	501	190	430	872	670	848	380	449
MFSD4A	NA	7	6	4	0	8	16	2	4
CDK18	NA	179	409	226	223	128	305	342	172
EPN3	NA	8	21	2	6	6	13	18	14
SPATA20	NA	1662	1565	1529	1752	2135	2002	1441	1528
LOC112542824	NA	0	0	1	0	1	0	0	0
CACNA1G	NA	687	413	804	765	814	980	529	798
FAM214A	NA	1507	1204	1653	1597	1745	2222	1998	1336
ARPP19	NA	690	618	1001	1187	884	1102	1128	1131
MYO5A	NA	573	463	907	829	663	893	1022	995
MYO5C	NA	84	64	186	153	112	157	163	185
GNB5	NA	369	230	442	542	526	859	459	559
LOC107326588	NA	2413	1623	2547	3187	2824	4577	2338	3272
MAPK6	NA	5192	6988	3512	7611	5225	7889	9393	4883
LEO1	NA	347	538	628	542	475	553	529	635
LOC103054470	NA	1472	1901	1972	2507	1928	2482	2343	2218
LOC103054706	NA	43	48	223	64	63	84	173	117
LYSMD2	NA	163	251	278	192	228	168	299	274
SCG3	NA	269	284	257	181	286	356	351	267
AP4E1	NA	424	660	562	635	469	546	651	590
TNFAIP8L3	NA	23	42	34	45	17	15	62	58
LOC103056596	NA	0	0	0	0	0	0	0	0
LOC103056845	NA	4	2	10	15	6	2	12	2
WNK3	NA	407	217	215	201	312	241	237	246
FAM120C	NA	2541	2735	3053	3849	2829	3743	3226	2886
PHF8	NA	1324	1437	1126	1882	1771	2154	1321	1216
ITIH6	NA	41	29	31	43	51	52	41	42
LOC103058918	NA	367	435	487	480	560	591	668	634
PFKFB1	NA	1149	1249	1085	1095	1620	1751	1239	1770
APEX2	NA	178	247	176	202	173	197	248	210
ALAS2	NA	437	2906	613	502	644	477	1406	719
PRICKLE3	NA	181	251	321	304	265	354	300	311
PLP2	NA	1859	4218	4774	2458	2286	2296	4342	5589
MAGIX	NA	796	1045	1083	1225	967	1323	1241	998
LOC103060929	NA	28	23	46	42	26	45	48	41
PCSK1N	NA	55	224	274	81	53	88	221	239
LOC103064666	NA	0	1	3	1	1	1	6	2
HDAC6	NA	797	1760	1562	1160	965	1119	1724	1705
GATA1	NA	106	310	99	101	127	140	162	129
CDK20	NA	130	341	326	397	213	239	370	313
LOC112542917	NA	285	338	422	361	301	337	531	482
TIMM17B	NA	1229	1292	1075	1218	1554	1388	1272	1190
PQBP1	NA	352	729	635	511	489	469	585	583
SLC35A2	NA	601	1162	837	761	750	778	1164	725
PIM2	NA	43	97	47	39	45	108	86	40
OTUD5	NA	2034	2429	1444	2683	2846	2212	1937	1555
KCNQ1	NA	293	365	430	404	324	507	513	481
LOC112542949	NA	1	0	0	4	2	0	2	0
TRPM5	NA	24	25	35	41	30	31	38	38
TSSC4	NA	604	560	745	928	777	877	797	704
CD81	NA	12022	18839	19553	19159	13696	19371	20650	19067
JADE1	NA	804	523	758	1226	993	1247	802	754
SCLT1	NA	179	264	398	208	246	258	646	442
CUNH4orf33	NA	25	34	60	22	12	37	58	63
NMNAT3	NA	385	247	291	407	486	500	501	374
RBP1	NA	6	5	3	13	10	5	12	11
RBP2	NA	5	9	4	11	10	11	16	13
MRI1	NA	136	191	253	267	206	298	337	317
COPB2	NA	875	1711	2127	1496	945	1367	2162	1999
MRPS22	NA	467	729	903	725	574	712	962	994
FOXL2	NA	0	0	0	2	0	0	0	0
PIK3CB	NA	116	120	142	194	108	307	227	154
GLIS1	NA	56	25	82	43	79	5	90	61
DMRTB1	NA	2	0	0	0	0	0	0	0
LRP8	NA	1	6	5	3	3	2	3	2
LOC103050286	NA	225	349	447	344	377	340	474	592
CUNH1orf123	NA	405	348	503	578	535	591	401	542
CPT2	NA	334	452	686	568	353	552	655	882
CNST	NA	46	83	86	50	43	60	98	92
LOC103051946	NA	0	2	8	4	3	8	4	9
TFB2M	NA	216	239	465	337	249	341	407	550
SMYD3	NA	767	854	1325	166	1410	1980	1134	2381
KIF26B	NA	471	890	937	775	496	722	1039	982
LIN7A	NA	1	0	0	0	0	2	2	0
MYF5	NA	2	0	0	0	0	0	0	0
MYF6	NA	0	0	0	0	0	0	0	0
PTPRQ	NA	429	653	816	612	432	696	1465	960
OTOGL	NA	111	11	129	119	157	166	58	125
RPS16	NA	14686	8478	12252	18151	22368	18534	10551	14218
PPP1R12A	NA	3927	2059	6481	4703	4560	6338	5195	7870
PAWR	NA	124	104	207	189	188	175	178	187
LOC112543079	NA	547	363	574	627	518	720	921	579
CERK	NA	1353	1297	1617	1302	1173	1603	2289	1510
LOC103055350	NA	1	0	0	3	1	1	1	6
TBC1D22A	NA	534	427	633	714	610	860	813	597
LOC112543084	NA	0	0	0	0	0	0	0	0
SLC30A5	NA	902	1337	1346	1406	1211	1253	1531	1248
CCNB1	NA	8	348	27	32	15	17	209	19
CENPH	NA	31	80	72	64	41	57	185	48
MRPS36	NA	3945	2044	2676	5083	5650	5462	2483	3355
CDK7	NA	72	50	110	106	98	107	119	112
SERINC5	NA	671	855	1086	909	775	889	1120	997
THBS4	NA	8	13	12	11	12	18	19	10
MTX3	NA	258	735	603	506	385	493	793	493
CMYA5	NA	492	166	289	503	733	735	327	327
LOC112543086	NA	41	5	29	11	50	25	24	26
ADAMTS19	NA	210	380	709	375	272	332	706	593
ISOC1	NA	268	584	765	573	426	423	712	671
FBN2	NA	324	385	636	514	461	453	779	529
SLC12A2	NA	143	323	327	362	196	566	569	476
NEUROD1	NA	0	0	2	1	0	0	1	0
CERKL	NA	48	198	141	189	125	58	201	65
ITGA4	NA	68	151	97	160	116	218	348	148
UBE2E3	NA	1166	1554	1683	1625	1539	1505	1798	1701
GJB5	NA	0	0	1	0	0	0	0	5
LOC103061326	NA	2	0	1	0	0	0	0	3
GJA4	NA	413	864	572	1260	589	1530	654	587
SMIM12	NA	340	809	631	490	421	410	740	717
MED27	NA	64	142	87	113	153	107	110	89
RAPGEF1	NA	537	1064	848	840	833	992	1116	890
PRRT1B	NA	7	12	9	17	10	19	31	17
UCK1	NA	401	657	583	549	541	565	603	598
POMT1	NA	433	558	577	665	615	655	766	611
PRRC2B	NA	3944	6918	4663	6061	4848	6446	5489	4701
LOC112543183	NA	0	1	4	2	3	6	2	3
PLPP7	NA	1472	1537	1453	2105	1578	1603	1365	1250
FAM78A	NA	529	875	910	1048	514	682	1157	988
NUP214	NA	1338	1565	799	1549	1826	1341	1051	873
AIF1L	NA	126	192	445	143	126	125	212	420
LAMC3	NA	4	47	2	6	1	6	20	8
UBE3C	NA	818	1514	1712	1344	867	1278	2004	1551
DNAJB6	NA	9926	5149	6975	11624	12021	13630	7040	7114
LOC112543199	NA	3020	3163	3021	4349	3474	4215	3605	3569
PTPRN2	NA	0	1	0	0	3	0	2	0
GPBP1	NA	730	602	907	1087	915	1050	943	1004
MIER3	NA	532	456	848	729	550	753	823	801
SETD9	NA	246	236	462	312	198	310	514	430
MAP3K1	NA	506	561	795	901	458	682	841	881
SLCO3A1	NA	659	1746	1471	725	619	804	1556	1357
ST8SIA2	NA	27	54	91	65	36	27	156	86
FAM174B	NA	177	249	252	140	215	132	217	218
LOC112543242	NA	0	0	0	0	0	2	0	1
LOC103048982	NA	1101	1048	1221	1391	1394	1332	1438	1324
CHD2	NA	3766	1585	3043	4117	4127	5385	3125	3550
RGMA	NA	163	239	204	281	232	288	258	165
SCARA3	NA	645	1260	1028	1053	716	390	1416	992
CCDC25	NA	127	290	273	192	174	244	386	324
ESCO2	NA	0	41	12	5	1	1	55	1
PBK	NA	16	173	47	27	17	20	220	37
SELENOI	NA	124	405	414	184	125	239	493	394
LOC103051867	NA	0	0	2	0	1	3	0	0
HADHB	NA	2654	6340	6634	4188	3150	3529	5963	6829
HADHA	NA	3889	8302	9978	5782	4553	4891	8960	11393
GAREM2	NA	10	17	14	15	12	11	13	17
RAB10	NA	2052	4283	3856	2950	2646	3130	4797	3972
KIF3C	NA	41	55	85	41	22	50	96	77
ASXL2	NA	713	700	992	992	864	1024	1096	992
DTNB	NA	12	42	27	26	17	21	31	15
ARHGAP40	NA	7	20	34	24	4	15	31	11
ADIG	NA	2	0	2	8	5	2	2	1
ACTR5	NA	357	229	313	473	438	430	350	369
PPP1R16B	NA	95	82	102	133	79	81	89	115
FAM83D	NA	11	78	31	40	22	40	68	49
DHX35	NA	737	705	980	1094	938	1108	1079	1033
FBXL20	NA	646	499	631	824	913	1027	722	554
LOC103057483	NA	2	1	3	6	7	4	6	4
STAC2	NA	315	590	386	736	332	642	974	348
RPL19	NA	16648	14985	17444	21829	23075	20207	15295	18514
CACNB1	NA	15	135	37	70	39	35	177	73
MYL4	NA	191050	418205	249999	357771	248762	326039	375236	299506
CDC27	NA	625	876	815	746	773	804	991	837
KANSL1	NA	587	638	627	903	684	794	612	576
MAPT	NA	310	463	317	399	424	358	446	273
LOC103060509	NA	4614	4538	4524	5434	6161	5794	3822	4440
PLS3	NA	2178	3995	3474	4482	3284	3135	3998	3233
AGTR2	NA	173	179	235	197	373	341	182	277
SLC6A14	NA	2	1	3	2	2	8	3	20
LOC112543402	NA	0	0	0	0	0	0	0	0
KLHL13	NA	261	499	456	556	334	357	436	524
WDR44	NA	848	1112	1022	1263	1020	1266	910	1010
DOCK11	NA	2703	2889	2983	2919	3919	3745	3176	3065
IL13RA1	NA	811	1395	1131	1053	685	1294	1541	960
STK26	NA	2246	2753	3262	3575	2497	3433	4561	2852
FRMD7	NA	22	12	26	25	29	16	25	15
MBNL3	NA	568	703	835	668	599	992	817	897
LOC103064336	NA	450	1363	1052	831	740	1166	1249	911
SYNE3	NA	385	282	271	332	408	400	272	249
CLMN	NA	204	321	400	320	297	465	504	448
DICER1	NA	1126	608	1313	1658	1672	1880	1153	1372
GSC	NA	2	2	2	2	4	16	11	5
LOC103065537	NA	77	73	53	111	58	128	98	61
ERG	NA	183	242	267	319	291	272	309	291
KCNJ15	NA	6	22	4	4	4	4	30	14
KCNJ6	NA	0	0	1	0	1	1	1	2
DYRK1A	NA	938	1004	1353	1442	1146	1447	1405	1216
VIM	NA	60757	68479	51289	72424	93949	67496	49207	46306
ST8SIA6	NA	0	4	0	0	2	0	2	0
HACD1	NA	470	429	1031	620	562	819	787	1067
STAM	NA	197	170	232	303	226	294	268	261
MRC1	NA	92	90	167	26	154	127	99	141
LOC103048825	NA	50	171	148	245	79	145	218	164
SLC39A12	NA	0	0	0	1	0	0	0	0
CACNB2	NA	1346	558	1238	1428	1468	1755	1040	1227
NSUN6	NA	226	381	525	443	260	327	559	527
GP1BB	NA	71	142	80	81	120	120	104	110
SEPT5	NA	93	363	188	97	78	154	330	181
LOC103049710	NA	547	1214	1224	912	726	909	1173	1178
CLDN5	NA	69	501	168	197	72	423	381	117
CDC45	NA	0	41	3	3	3	0	60	25
UFD1	NA	993	2179	1385	1481	1350	1441	1896	1467
CUNH22orf39	NA	60	89	68	72	84	73	76	82
MRPL40	NA	504	947	839	746	660	773	851	791
LOC103051321	NA	634	937	932	936	789	908	933	713
PPIL2	NA	1114	1126	962	1409	1712	1615	1000	1019
YPEL1	NA	470	390	296	715	656	642	446	264
MAPK1	NA	1208	1395	1541	1731	1566	1671	1732	1675
PPM1F	NA	200	675	383	287	218	259	557	386
TOP3B	NA	1166	2380	1549	1613	1628	1473	1936	1406
SDF2L1	NA	85	207	231	158	128	105	165	217
CCDC116	NA	0	1	2	0	0	1	0	0
YDJC	NA	27	113	66	61	33	53	98	70
UBE2L3	NA	1013	2325	2279	1630	1220	1435	2619	2240
LOC103054708	NA	94	336	371	257	163	182	425	392
LOC112543408	NA	0	0	0	0	0	0	0	0
LOC112543407	NA	89	67	108	105	136	145	129	100
MED30	NA	222	301	293	378	360	343	426	357
AARD	NA	0	0	0	0	0	0	0	0
RAD21	NA	1371	1441	1973	2040	1870	2099	2232	1835
UTP23	NA	278	291	267	381	440	383	317	281
EIF3H	NA	3251	3415	2383	3944	4462	4285	3043	2545
DACT1	NA	274	538	592	605	302	382	458	437
KIAA0586	NA	207	190	199	269	264	296	223	208
TIMM9	NA	139	234	222	223	203	263	285	222
TOMM20L	NA	5	6	3	4	7	8	2	5
ARID4A	NA	870	478	947	1273	997	1228	968	1022
PSMA3	NA	985	2223	2927	1779	1194	1365	3878	3032
TRNAK-CUU	NA	0	0	0	0	0	0	0	0
KTN1	NA	2671	1836	2939	4013	4023	4017	4499	3368
SDCCAG8	NA	134	107	220	223	173	263	235	134
AKT3	NA	99	112	118	102	102	183	155	121
ZBTB18	NA	160	83	159	232	141	214	154	158
CUNH1orf100	NA	1252	613	1186	1214	1542	1576	1078	1493
SS18	NA	747	587	741	917	955	1054	750	767
TAF4B	NA	14	25	46	18	34	31	44	33
KCTD1	NA	144	163	237	254	163	318	228	311
AQP4	NA	0	0	0	0	0	0	1	0
CHST9	NA	20	55	14	4	23	102	45	51
ATAD1	NA	161	227	301	241	153	208	412	302
LOC103063318	NA	139	280	357	191	212	224	428	391
LOC107326839	NA	2	12	9	1	5	1	5	4
MINPP1	NA	136	539	361	297	200	228	647	400
SGMS1	NA	1393	1109	1712	2312	1487	1637	2385	1722
A1CF	NA	0	0	0	0	0	0	0	0
LOC103064267	NA	25	17	8	29	23	15	28	37
LOC103064503	NA	544	731	967	990	653	1075	1259	1019
LOC103065055	NA	88	172	144	156	67	176	245	189
RNF145	NA	1086	1048	997	1721	1538	1745	996	1024
LOC103066423	NA	2851	818	3094	4756	4038	4728	2959	3610
COQ3	NA	493	911	888	829	646	605	906	824
FAXC	NA	4	11	5	2	4	13	9	4
FBXL4	NA	15	26	3	12	14	15	19	10
POU3F2	NA	0	0	0	0	0	0	0	0
SLC35B1	NA	160	238	209	197	213	225	231	179
FAM117A	NA	1590	1257	1409	2295	1721	2260	1077	1302
KAT7	NA	1068	1273	953	1663	1303	1335	1163	815
DLX4	NA	0	2	0	1	0	0	0	0
DLX3	NA	4	4	6	1	5	7	6	12
ITGA3	NA	222	331	268	279	245	331	351	320
LOC112543411	NA	79	91	98	102	104	88	105	96
PDK2	NA	14717	15862	13565	13750	17020	17811	14868	14488
SAMD14	NA	606	955	723	857	695	894	902	721
MTMR6	NA	265	343	445	516	368	524	510	442
AMER2	NA	0	0	0	0	0	4	0	1
LOC103050040	NA	5	0	0	1	1	0	1	1
SPATA13	NA	16	16	29	23	17	17	61	26
LOC103051710	NA	0	0	0	0	0	0	0	0
MIPEP	NA	747	820	1263	1042	1125	1239	1131	1298
TNFRSF19	NA	2	14	12	17	4	2	18	14
SACS	NA	215	436	862	369	294	430	876	710
SGCG	NA	687	854	1396	1098	1005	1173	906	1469
ITPK1	NA	48	77	88	59	32	69	103	75
CHGA	NA	37	384	95	130	72	275	283	135
GOLGA5	NA	233	260	351	401	304	400	389	350
LGMN	NA	2500	5083	3745	4035	2784	3726	4931	3731
RIN3	NA	1269	2168	1610	1491	1166	1904	1658	1548
SLC24A4	NA	0	1	0	1	0	0	0	0
CPSF2	NA	476	583	919	755	600	749	1038	956
NDUFB1	NA	1691	2942	4534	2178	1830	1946	4607	4455
ATXN3	NA	825	204	619	1054	1159	1400	617	508
TRIP11	NA	225	131	239	294	176	324	256	321
DYNLRB2	NA	303	415	436	444	451	356	542	466
CDYL2	NA	27	27	20	24	24	26	41	35
CMC2	NA	860	951	893	1260	1160	1007	1130	1081
CENPN	NA	104	301	220	252	169	208	524	267
ATMIN	NA	241	232	222	283	202	352	239	204
CUNH16orf46	NA	7	5	5	3	5	12	3	1
GCSH	NA	2115	2537	2259	2260	2464	2631	2471	2080
PKD1L2	NA	8	16	9	5	8	7	4	7
GAN	NA	34	43	49	12	26	22	39	42
PEX10	NA	705	761	725	1138	888	1057	784	748
RER1	NA	522	814	722	640	573	662	791	765
MORN1	NA	17	48	51	44	25	35	50	28
LOC112543413	NA	94	30	50	101	91	118	94	92
SKI	NA	724	1429	1142	1089	771	864	1475	1057
LOC112543414	NA	13	13	12	19	20	20	14	26
LOC112543415	NA	22	4	18	36	29	33	25	17
PRKCZ	NA	1879	1643	2396	2603	2317	2328	2703	2141
LOC112543416	NA	3	0	2	7	1	1	1	3
GABRD	NA	5	5	9	6	6	11	8	14
CFAP74	NA	28	14	16	15	22	21	24	12
TMEM52	NA	11	24	26	11	8	19	18	14
CALML6	NA	7	6	5	16	4	5	1	5
GNB1	NA	1297	2993	2439	1998	1680	2002	3069	2385
ZNF366	NA	139	335	234	335	157	287	403	265
PTCD2	NA	261	217	419	383	334	444	398	322
MRPS27	NA	499	1605	1943	834	662	724	1754	2062
MAP1B	NA	28	127	174	59	34	76	195	140
CARTPT	NA	37	4	42	36	44	29	44	22
MCCC2	NA	1526	1757	2833	2733	1568	2485	3065	2683
BDP1	NA	288	269	401	445	369	445	444	478
LOC112543417	NA	0	0	0	0	0	0	0	0
LOC103061724	NA	4358	4410	7089	7000	6236	5985	8208	7105
SMN1	NA	200	261	231	293	231	256	217	206
NAIP	NA	42	49	75	123	51	75	85	79
LOC103062189	NA	171	134	251	252	180	258	196	219
LOC103063399	NA	14	27	43	33	19	40	27	31
LOC103063638	NA	250	196	245	335	405	361	261	343
TTN	NA	140980	129264	210368	152642	128463	166225	189503	238819
LOC112540033	NA	158	77	428	195	273	256	278	474
LOC112540034	NA	14	5	24	12	13	28	12	33
CCDC141	NA	12738	9883	14852	20139	15045	21450	14761	14633
SESTD1	NA	2358	3809	5694	4247	3169	4073	6544	4928
LOC112543418	NA	0	2	5	0	0	0	8	3
TNR	NA	1	0	2	0	0	2	0	0
KIAA0040	NA	58	111	145	121	82	100	153	179
TNN	NA	0	1	1	0	3	1	1	0
LOC112540035	NA	33	23	59	50	33	47	45	66
MRPS14	NA	801	1156	1334	1117	923	1038	1479	1375
CACYBP	NA	923	635	1555	1611	1139	1443	1658	1696
LOC103066273	NA	795	372	753	1048	1113	1030	845	741
SOX6	NA	371	330	431	408	316	461	385	397
LAYN	NA	76	80	140	183	94	125	166	186
SIK2	NA	1818	4588	2726	2302	1909	1697	5482	2387
ALG9	NA	294	843	665	524	525	539	751	539
FDXACB1	NA	871	1200	1133	1275	1212	1156	1087	879
CUNH11orf1	NA	43	147	203	71	42	73	315	104
CRYAB	NA	32	2010	1314	127	16	142	3927	820
HSPB2	NA	1470	3173	3885	3268	2321	2431	4337	3727
CUNH11orf52	NA	241	220	246	375	456	411	263	189
DIXDC1	NA	502	397	418	549	809	652	413	478
DLAT	NA	4750	9944	10276	5593	5615	6374	10304	11457
PIH1D2	NA	20	58	40	25	31	21	41	12
NKAPD1	NA	183	266	231	266	184	272	290	187
TIMM8B	NA	602	720	404	672	815	612	672	395
SDHD	NA	4607	6563	6191	6069	6317	5861	6143	6757
LOC103051323	NA	74	165	139	83	93	92	210	161
BCO2	NA	60	105	110	107	82	101	145	92
PTS	NA	512	593	568	758	770	746	696	499
LOC103053343	NA	8	11	37	6	8	3	15	14
LOC103051782	NA	0	0	1	0	4	0	0	2
LOC103052022	NA	592	678	868	733	435	350	950	1110
KIF5C	NA	0	0	4	0	4	0	2	0
EPC2	NA	776	438	734	1205	846	1109	751	607
MBD5	NA	257	325	335	329	316	361	422	327
ORC4	NA	482	315	649	644	615	718	734	626
ACVR2A	NA	591	601	652	788	559	778	764	597
LOC103056128	NA	0	0	0	0	1	2	0	0
KCNN2	NA	13	59	28	41	25	36	61	37
TRIM36	NA	134	103	283	187	209	299	174	354
LOC112540037	NA	0	0	0	0	0	0	0	0
PGGT1B	NA	234	189	271	399	301	349	312	370
CCDC112	NA	167	84	288	198	228	321	468	265
UTP14A	NA	503	488	449	671	742	753	532	516
ZDHHC9	NA	979	829	864	1026	1326	993	724	900
SASH3	NA	29	28	25	39	37	29	43	16
XPNPEP2	NA	18	24	11	27	22	17	24	10
OCRL	NA	1436	2094	1780	2014	1923	2138	1888	1985
MID2	NA	439	884	855	821	398	637	870	670
NHSL2	NA	68	186	105	89	34	115	144	127
LOC103058827	NA	188	192	262	305	226	616	150	186
LOC103059061	NA	1658	1669	1866	2295	1955	2066	1748	2068
LOC103059302	NA	8	2	0	14	6	8	4	4
FAAH2	NA	416	1132	736	624	568	643	780	750
ZC3H15	NA	1442	789	861	1769	1971	1839	1203	944
